gender,age,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1
0,26.0,18.18,22.73,18.18,13.64,13.64,13.64,16.33,16.33,16.33,18.37,18.37,14.29
0,26.0,18.18,22.73,18.18,13.64,13.64,13.64,16.33,16.33,16.33,18.37,18.37,14.29
0,26.0,18.18,22.73,18.18,13.64,13.64,13.64,16.33,16.33,16.33,18.37,18.37,14.29
1,26.0,17.39,17.39,15.22,17.39,13.04,19.57,21.95,14.63,12.2,19.51,12.2,19.51
1,26.0,17.39,17.39,15.22,17.39,13.04,19.57,21.95,14.63,12.2,19.51,12.2,19.51
1,26.0,17.39,17.39,15.22,17.39,13.04,19.57,21.95,14.63,12.2,19.51,12.2,19.51
1,26.0,17.39,17.39,15.22,17.39,13.04,19.57,21.95,14.63,12.2,19.51,12.2,19.51
1,26.0,17.39,17.39,15.22,17.39,13.04,19.57,21.95,14.63,12.2,19.51,12.2,19.51
1,32.0,20.0,20.0,20.0,20.0,6.67,13.33,20.93,20.93,16.28,18.6,6.98,16.28
1,32.0,20.0,20.0,20.0,20.0,6.67,13.33,20.93,20.93,16.28,18.6,6.98,16.28
1,32.0,20.0,20.0,20.0,20.0,6.67,13.33,20.93,20.93,16.28,18.6,6.98,16.28
1,32.0,20.0,20.0,20.0,20.0,6.67,13.33,20.93,20.93,16.28,18.6,6.98,16.28
1,32.0,20.0,20.0,20.0,20.0,6.67,13.33,20.93,20.93,16.28,18.6,6.98,16.28
1,37.0,18.75,16.67,18.75,20.83,12.5,12.5,21.28,19.15,17.02,19.15,6.38,17.02
1,37.0,18.75,16.67,18.75,20.83,12.5,12.5,21.28,19.15,17.02,19.15,6.38,17.02
1,37.0,18.75,16.67,18.75,20.83,12.5,12.5,21.28,19.15,17.02,19.15,6.38,17.02
1,37.0,18.75,16.67,18.75,20.83,12.5,12.5,21.28,19.15,17.02,19.15,6.38,17.02
1,37.0,18.75,16.67,18.75,20.83,12.5,12.5,21.28,19.15,17.02,19.15,6.38,17.02
1,29.0,18.6,16.28,18.6,18.6,11.63,16.28,14.89,19.15,17.02,14.89,14.89,19.15
1,29.0,18.6,16.28,18.6,18.6,11.63,16.28,14.89,19.15,17.02,14.89,14.89,19.15
1,29.0,18.6,16.28,18.6,18.6,11.63,16.28,14.89,19.15,17.02,14.89,14.89,19.15
1,29.0,18.6,16.28,18.6,18.6,11.63,16.28,14.89,19.15,17.02,14.89,14.89,19.15
1,29.0,18.6,16.28,18.6,18.6,11.63,16.28,14.89,19.15,17.02,14.89,14.89,19.15
1,28.0,20.83,20.83,16.67,16.67,6.25,18.75,21.74,19.57,8.7,15.22,17.39,17.39
1,28.0,20.83,20.83,16.67,16.67,6.25,18.75,21.74,19.57,8.7,15.22,17.39,17.39
1,28.0,20.83,20.83,16.67,16.67,6.25,18.75,21.74,19.57,8.7,15.22,17.39,17.39
1,28.0,20.83,20.83,16.67,16.67,6.25,18.75,21.74,19.57,8.7,15.22,17.39,17.39
1,28.0,20.83,20.83,16.67,16.67,6.25,18.75,21.74,19.57,8.7,15.22,17.39,17.39
0,24.0,14.29,14.29,21.43,21.43,19.05,9.52,20.0,17.5,15.0,17.5,15.0,15.0
0,24.0,14.29,14.29,21.43,21.43,19.05,9.52,20.0,17.5,15.0,17.5,15.0,15.0
0,24.0,14.29,14.29,21.43,21.43,19.05,9.52,20.0,17.5,15.0,17.5,15.0,15.0
0,24.0,14.29,14.29,21.43,21.43,19.05,9.52,20.0,17.5,15.0,17.5,15.0,15.0
0,24.0,14.29,14.29,21.43,21.43,19.05,9.52,20.0,17.5,15.0,17.5,15.0,15.0
0,24.0,14.29,14.29,21.43,21.43,19.05,9.52,20.0,17.5,15.0,17.5,15.0,15.0
0,24.0,14.29,14.29,21.43,21.43,19.05,9.52,20.0,17.5,15.0,17.5,15.0,15.0
0,24.0,14.29,14.29,21.43,21.43,19.05,9.52,20.0,17.5,15.0,17.5,15.0,15.0
0,24.0,14.29,14.29,21.43,21.43,19.05,9.52,20.0,17.5,15.0,17.5,15.0,15.0
0,24.0,14.29,14.29,21.43,21.43,19.05,9.52,20.0,17.5,15.0,17.5,15.0,15.0
0,24.0,14.29,14.29,21.43,21.43,19.05,9.52,20.0,17.5,15.0,17.5,15.0,15.0
0,24.0,14.29,14.29,21.43,21.43,19.05,9.52,20.0,17.5,15.0,17.5,15.0,15.0
0,24.0,14.29,14.29,21.43,21.43,19.05,9.52,20.0,17.5,15.0,17.5,15.0,15.0
0,24.0,14.29,14.29,21.43,21.43,19.05,9.52,20.0,17.5,15.0,17.5,15.0,15.0
0,24.0,14.29,14.29,21.43,21.43,19.05,9.52,20.0,17.5,15.0,17.5,15.0,15.0
0,24.0,14.29,14.29,21.43,21.43,19.05,9.52,20.0,17.5,15.0,17.5,15.0,15.0
0,33.0,8.33,20.83,20.83,14.58,16.67,18.75,10.2,16.33,18.37,16.33,18.37,20.41
0,33.0,8.33,20.83,20.83,14.58,16.67,18.75,10.2,16.33,18.37,16.33,18.37,20.41
0,33.0,8.33,20.83,20.83,14.58,16.67,18.75,10.2,16.33,18.37,16.33,18.37,20.41
0,33.0,8.33,20.83,20.83,14.58,16.67,18.75,10.2,16.33,18.37,16.33,18.37,20.41
0,33.0,8.33,20.83,20.83,14.58,16.67,18.75,10.2,16.33,18.37,16.33,18.37,20.41
0,33.0,8.33,20.83,20.83,14.58,16.67,18.75,10.2,16.33,18.37,16.33,18.37,20.41
0,33.0,8.33,20.83,20.83,14.58,16.67,18.75,10.2,16.33,18.37,16.33,18.37,20.41
0,33.0,8.33,20.83,20.83,14.58,16.67,18.75,10.2,16.33,18.37,16.33,18.37,20.41
0,33.0,8.33,20.83,20.83,14.58,16.67,18.75,10.2,16.33,18.37,16.33,18.37,20.41
0,33.0,8.33,20.83,20.83,14.58,16.67,18.75,10.2,16.33,18.37,16.33,18.37,20.41
0,33.0,8.33,20.83,20.83,14.58,16.67,18.75,10.2,16.33,18.37,16.33,18.37,20.41
0,33.0,8.33,20.83,20.83,14.58,16.67,18.75,10.2,16.33,18.37,16.33,18.37,20.41
0,33.0,8.33,20.83,20.83,14.58,16.67,18.75,10.2,16.33,18.37,16.33,18.37,20.41
0,33.0,8.33,20.83,20.83,14.58,16.67,18.75,10.2,16.33,18.37,16.33,18.37,20.41
0,33.0,8.33,20.83,20.83,14.58,16.67,18.75,10.2,16.33,18.37,16.33,18.37,20.41
0,33.0,8.33,20.83,20.83,14.58,16.67,18.75,10.2,16.33,18.37,16.33,18.37,20.41
0,23.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,16.67,16.67,16.67,14.29,16.67
0,23.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,16.67,16.67,16.67,14.29,16.67
0,23.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,16.67,16.67,16.67,14.29,16.67
0,23.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,16.67,16.67,16.67,14.29,16.67
0,23.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,16.67,16.67,16.67,14.29,16.67
0,23.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,16.67,16.67,16.67,14.29,16.67
0,23.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,16.67,16.67,16.67,14.29,16.67
0,23.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,16.67,16.67,16.67,14.29,16.67
0,23.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,16.67,16.67,16.67,14.29,16.67
0,23.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,16.67,16.67,16.67,14.29,16.67
0,23.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,16.67,16.67,16.67,14.29,16.67
0,23.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,16.67,16.67,16.67,14.29,16.67
0,23.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,16.67,16.67,16.67,14.29,16.67
0,23.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,16.67,16.67,16.67,14.29,16.67
0,23.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,16.67,16.67,16.67,14.29,16.67
0,23.0,16.0,16.0,16.0,18.0,18.0,16.0,19.05,16.67,16.67,16.67,14.29,16.67
0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,17.31,15.38,17.31,15.38,17.31,17.31
0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,17.31,15.38,17.31,15.38,17.31,17.31
0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,17.31,15.38,17.31,15.38,17.31,17.31
0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,17.31,15.38,17.31,15.38,17.31,17.31
0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,17.31,15.38,17.31,15.38,17.31,17.31
0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,17.31,15.38,17.31,15.38,17.31,17.31
0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,17.31,15.38,17.31,15.38,17.31,17.31
0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,17.31,15.38,17.31,15.38,17.31,17.31
0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,17.31,15.38,17.31,15.38,17.31,17.31
0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,17.31,15.38,17.31,15.38,17.31,17.31
0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,17.31,15.38,17.31,15.38,17.31,17.31
0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,17.31,15.38,17.31,15.38,17.31,17.31
0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,17.31,15.38,17.31,15.38,17.31,17.31
0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,17.31,15.38,17.31,15.38,17.31,17.31
0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,17.31,15.38,17.31,15.38,17.31,17.31
0,24.0,11.36,18.18,22.73,18.18,11.36,18.18,17.31,15.38,17.31,15.38,17.31,17.31
0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78
0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78
0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78
0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78
0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78
0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78
0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78
0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78
0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78
0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78
0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78
0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78
0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78
0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78
0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78
0,36.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78
0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67
0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67
0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67
0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67
0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67
0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67
0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67
0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67
0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67
0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67
0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67
0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67
0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67
0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67
0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67
0,26.0,18.0,18.0,20.0,18.0,16.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,16.98,16.98,18.87,18.87,13.21,16.67,16.67,16.67,16.67,16.67,16.67
0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,25.0,10.0,17.5,22.5,20.0,5.0
0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,25.0,10.0,17.5,22.5,20.0,5.0
0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,25.0,10.0,17.5,22.5,20.0,5.0
0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,25.0,10.0,17.5,22.5,20.0,5.0
0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,25.0,10.0,17.5,22.5,20.0,5.0
0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,25.0,10.0,17.5,22.5,20.0,5.0
0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,25.0,10.0,17.5,22.5,20.0,5.0
0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,25.0,10.0,17.5,22.5,20.0,5.0
0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,25.0,10.0,17.5,22.5,20.0,5.0
0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,25.0,10.0,17.5,22.5,20.0,5.0
0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,25.0,10.0,17.5,22.5,20.0,5.0
0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,25.0,10.0,17.5,22.5,20.0,5.0
0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,25.0,10.0,17.5,22.5,20.0,5.0
0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,25.0,10.0,17.5,22.5,20.0,5.0
0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,25.0,10.0,17.5,22.5,20.0,5.0
0,28.0,8.51,19.15,19.15,19.15,19.15,14.89,25.0,10.0,17.5,22.5,20.0,5.0
0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,17.14,14.29,14.29,14.29
0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,17.14,14.29,14.29,14.29
0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,17.14,14.29,14.29,14.29
0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,17.14,14.29,14.29,14.29
0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,17.14,14.29,14.29,14.29
0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,17.14,14.29,14.29,14.29
0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,17.14,14.29,14.29,14.29
0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,17.14,14.29,14.29,14.29
0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,17.14,14.29,14.29,14.29
0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,17.14,14.29,14.29,14.29
0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,17.14,14.29,14.29,14.29
0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,17.14,14.29,14.29,14.29
0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,17.14,14.29,14.29,14.29
0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,17.14,14.29,14.29,14.29
0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,17.14,14.29,14.29,14.29
0,31.0,12.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,17.14,14.29,14.29,14.29
0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,18.18,13.64,15.91,18.18,20.45,13.64
0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,18.18,13.64,15.91,18.18,20.45,13.64
0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,18.18,13.64,15.91,18.18,20.45,13.64
0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,18.18,13.64,15.91,18.18,20.45,13.64
0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,18.18,13.64,15.91,18.18,20.45,13.64
0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,18.18,13.64,15.91,18.18,20.45,13.64
0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,18.18,13.64,15.91,18.18,20.45,13.64
0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,18.18,13.64,15.91,18.18,20.45,13.64
0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,18.18,13.64,15.91,18.18,20.45,13.64
0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,18.18,13.64,15.91,18.18,20.45,13.64
0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,18.18,13.64,15.91,18.18,20.45,13.64
0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,18.18,13.64,15.91,18.18,20.45,13.64
0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,18.18,13.64,15.91,18.18,20.45,13.64
0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,18.18,13.64,15.91,18.18,20.45,13.64
0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,18.18,13.64,15.91,18.18,20.45,13.64
0,28.0,14.55,16.36,18.18,18.18,16.36,16.36,18.18,13.64,15.91,18.18,20.45,13.64
0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,16.67,21.43,16.67,16.67,16.67,11.9
0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,16.67,21.43,16.67,16.67,16.67,11.9
0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,16.67,21.43,16.67,16.67,16.67,11.9
0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,16.67,21.43,16.67,16.67,16.67,11.9
0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,16.67,21.43,16.67,16.67,16.67,11.9
0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,16.67,21.43,16.67,16.67,16.67,11.9
0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,16.67,21.43,16.67,16.67,16.67,11.9
0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,16.67,21.43,16.67,16.67,16.67,11.9
0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,16.67,21.43,16.67,16.67,16.67,11.9
0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,16.67,21.43,16.67,16.67,16.67,11.9
0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,16.67,21.43,16.67,16.67,16.67,11.9
0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,16.67,21.43,16.67,16.67,16.67,11.9
0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,16.67,21.43,16.67,16.67,16.67,11.9
0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,16.67,21.43,16.67,16.67,16.67,11.9
0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,16.67,21.43,16.67,16.67,16.67,11.9
0,27.0,14.0,20.0,20.0,14.0,18.0,14.0,16.67,21.43,16.67,16.67,16.67,11.9
0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,15.22,17.39,17.39,17.39,17.39,15.22
0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,15.22,17.39,17.39,17.39,17.39,15.22
0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,15.22,17.39,17.39,17.39,17.39,15.22
0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,15.22,17.39,17.39,17.39,17.39,15.22
0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,15.22,17.39,17.39,17.39,17.39,15.22
0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,15.22,17.39,17.39,17.39,17.39,15.22
0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,15.22,17.39,17.39,17.39,17.39,15.22
0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,15.22,17.39,17.39,17.39,17.39,15.22
0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,15.22,17.39,17.39,17.39,17.39,15.22
0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,15.22,17.39,17.39,17.39,17.39,15.22
0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,15.22,17.39,17.39,17.39,17.39,15.22
0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,15.22,17.39,17.39,17.39,17.39,15.22
0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,15.22,17.39,17.39,17.39,17.39,15.22
0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,15.22,17.39,17.39,17.39,17.39,15.22
0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,15.22,17.39,17.39,17.39,17.39,15.22
0,28.0,9.76,19.51,19.51,14.63,19.51,17.07,15.22,17.39,17.39,17.39,17.39,15.22
0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67
0,27.0,15.09,18.87,18.87,16.98,16.98,13.21,17.39,17.39,15.22,19.57,15.22,15.22
0,27.0,15.09,18.87,18.87,16.98,16.98,13.21,17.39,17.39,15.22,19.57,15.22,15.22
0,27.0,15.09,18.87,18.87,16.98,16.98,13.21,17.39,17.39,15.22,19.57,15.22,15.22
