match,gender,age,int_corr,attr_o,mn_sat,income,imprelig,go_out,date
0.0,0.0,21.0,0.017142857142857137,5.071428571428571,1034.0,54303.0,7.0,1.0,3.0
0.07142857142857142,0.0,33.0,0.4321428571428571,7.2142857142857135,1400.0,16908.0,1.0,1.0,5.0
0.07142857142857142,0.0,28.0,0.3192857142857143,6.428571428571429,1258.0,39729.0,10.0,2.0,7.0
0.21428571428571427,0.0,27.0,0.2971428571428572,7.2142857142857135,1340.0,57316.0,3.0,2.0,7.0
0.1111111111111111,0.0,32.0,0.1833333333333334,5.25,1400.0,25831.0,6.0,1.0,2.0
0.2222222222222222,0.0,26.0,0.2072222222222222,6.888888888888888,1060.0,28759.0,3.0,3.0,4.0
0.05555555555555555,0.0,21.0,0.19277777777777785,4.705882352941177,1157.0,41778.0,3.0,1.0,6.0
0.4444444444444444,0.0,33.0,0.18333333333333326,8.176470588235292,1180.0,35963.0,7.0,2.0,4.0
0.4444444444444444,0.0,22.0,0.23166666666666666,6.833333333333332,1210.0,49409.0,8.0,1.0,6.0
0.05555555555555555,0.0,27.0,0.2444444444444445,7.98888888888889,1260.0,31516.0,4.0,2.0,7.0
0.16666666666666666,0.0,27.0,0.1255555555555556,7.588235294117648,1341.0,36223.0,10.0,2.0,4.0
0.1111111111111111,0.0,26.0,0.21722222222222226,7.411764705882352,1309.0,43367.0,1.0,3.0,5.0
0.16666666666666666,0.0,26.0,0.08277777777777781,6.21875,1250.0,27503.0,5.0,3.0,6.0
0.10526315789473684,0.0,38.0,0.25578947368421057,6.294117647058822,1309.0,31809.0,6.0,2.0,7.0
0.3684210526315789,0.0,25.0,0.2805263157894737,7.052631578947367,1105.0,78704.0,8.0,3.0,5.0
0.10526315789473684,0.0,26.0,0.02315789473684211,5.63157894736842,1400.0,75347.0,2.0,2.0,7.0
0.05263157894736842,0.0,24.0,0.23421052631578956,6.973684210526316,1365.0,47005.0,6.0,2.0,4.0
0.42105263157894735,0.0,21.0,0.24526315789473685,7.611111111111112,1030.0,52805.0,1.0,1.0,3.0
0.05263157894736842,0.0,28.0,0.2652631578947369,6.526315789473684,1400.0,50725.0,5.0,1.0,4.0
0.10526315789473684,0.0,26.0,0.2757894736842106,6.0,1430.0,49409.0,1.0,3.0,4.0
0.2631578947368421,0.0,22.0,0.18000000000000002,5.111111111111111,1260.0,65693.0,8.0,1.0,7.0
0.05263157894736842,0.0,24.0,0.2347368421052632,5.4444444444444455,1380.0,45736.0,6.0,2.0,4.0
0.10526315789473684,0.0,25.0,0.08631578947368422,5.294117647058823,1011.0,50501.0,5.0,2.0,7.0
0.75,0.0,25.0,0.38625,7.25,1400.0,62844.0,3.0,1.0,4.0
0.0,0.0,25.0,0.24125,6.75,1360.0,52586.0,3.0,2.0,7.0
0.125,0.0,28.0,0.29999999999999993,6.2857142857142865,1191.0,29236.0,1.0,1.0,2.0
0.25,0.0,22.0,0.4,7.5,1360.0,31486.0,1.0,2.0,4.0
0.25,0.0,25.0,0.05124999999999999,6.875,914.0,78704.0,5.0,3.0,4.0
0.42857142857142855,0.0,28.0,0.17214285714285715,6.571428571428571,1340.0,60000.0,1.0,3.0,6.0
0.14285714285714285,0.0,30.0,0.22142857142857145,5.142857142857143,1090.0,22669.0,3.0,3.0,6.0
0.07142857142857142,0.0,27.0,0.06785714285714285,7.142857142857142,1290.0,81266.0,2.0,2.0,4.0
0.21428571428571427,0.0,23.0,0.2857142857142857,5.928571428571429,1092.0,29746.0,6.0,1.0,4.0
0.14285714285714285,0.0,23.0,0.2992857142857143,6.5,1290.0,47556.0,5.0,1.0,4.0
0.0,0.0,27.0,0.20166666666666666,5.833333333333332,1260.0,56056.0,3.0,3.0,7.0
0.0,0.0,55.0,0.055,5.666666666666668,1200.0,60835.0,1.0,3.0,7.0
0.0,0.0,26.0,-0.03333333333333333,7.166666666666668,1450.0,62829.0,1.0,3.0,5.0
0.0,0.0,24.0,0.3093333333333333,7.7333333333333325,1330.0,42967.0,1.0,1.0,7.0
0.4666666666666667,0.0,24.0,0.34333333333333343,8.333333333333334,1430.0,21488.0,4.0,1.0,2.0
0.2,0.0,25.0,0.2913333333333333,8.333333333333334,1290.0,89977.0,2.0,3.0,6.0
0.3333333333333333,0.0,29.0,0.3686666666666668,8.066666666666666,1400.0,18619.0,1.0,2.0,4.0
0.13333333333333333,0.0,27.0,0.36866666666666653,7.066666666666666,1206.0,82734.0,2.0,2.0,6.0
0.13333333333333333,0.0,25.0,0.1886666666666667,7.142857142857142,1149.0,40163.0,3.0,2.0,5.0
0.0,0.0,27.0,0.19066666666666665,7.666666666666668,1090.0,46185.0,3.0,3.0,4.0
0.14285714285714285,0.0,23.0,0.3314285714285714,7.0,1134.0,23707.0,1.0,2.0,5.0
0.14285714285714285,0.0,26.0,0.3157142857142858,6.7142857142857135,1310.0,48876.0,4.0,3.0,4.0
0.0,0.0,23.0,0.2672727272727273,4.666666666666667,1460.0,49642.0,9.0,3.0,4.0
0.2727272727272727,0.0,23.0,0.2095454545454545,7.045454545454546,1200.0,35627.0,1.0,2.0,7.0
0.0,0.0,28.0,0.0890909090909091,4.9523809523809526,1239.0,46280.0,1.0,1.0,7.0
0.3181818181818182,0.0,26.0,0.004545454545454547,6.136363636363638,1340.0,41191.0,1.0,1.0,3.0
0.2272727272727273,0.0,22.0,0.2586363636363636,6.409090909090909,1400.0,71787.0,6.0,2.0,6.0
0.6363636363636364,0.0,25.0,0.1477272727272727,7.0,1430.0,72412.0,6.0,4.0,7.0
0.0,0.0,24.0,0.19954545454545453,4.523809523809524,1360.0,36510.0,8.0,1.0,4.0
0.0,0.0,24.0,0.2618181818181818,4.904761904761905,1290.0,32386.0,5.0,3.0,4.0
0.0,0.0,29.0,-0.19499999999999995,5.45,1310.0,15863.0,7.0,1.0,6.0
